IdentifierDOI	Title	Abstract	DateIssued	RelatedTitle
10.2533/000942905777675633	Preparation of modified RNA sequences for biological research	Our group is working on the development of reliable access to biol. relevant, long, and modified RNA sequences. Here, we briefly present the chem. synthesis of such sequences with 2'-O-triisopropylsilyloxymethyl (= 2'-O-tom) protected ribonucleoside phosphoramidites, their template-directed enzymic ligation, and some examples of modified nucleotides, designed to promote structural and biol. studies. [on SciFinder (R)]	2005-01-01	Chimia
10.1016/j.ecoser.2023.101581	Understanding the sentiment associated with cultural ecosystem services using images and text from social media	Social media is increasingly being employed to develop Cultural Ecosystem Services (CES) indicators. The image-sharing platform Flickr has been one of the most popular sources of data. Most large-scale studies, however, tend to only use the number of images as a proxy for CES due to the challenges associated with processing large amounts of this data but this does not fully represent the benefit generated by ecosystems in terms of the positive experiences expressed by users in the associated text. To address this gap, we apply several Computer Vision (CV) and natural language processing (NLP) models to link CES estimates for Great Britain based on the content of images to sentiment measures using the accompanying text, and compare our results to a national, geo-referenced survey of recreational well-being in England. We find that the aesthetic quality of the landscape and the presence of particular wildlife results in more positive sentiment. However, we also find that different physical settings correlate with this sentiment and that sentiment is sometimes more strongly related to social activities than many natural factors. Still, we find significant associations between these CES measures, sentiment and survey data. Our findings illustrate that integrating sentiment analysis with CES measurement can capture some of the positive benefits associated with CES using social media. The additional detail provided by these novel techniques can help to develop more meaningful CES indicators for recreational land use management.	2024-01-01	Ecosystem Services
10.1002/nla.2339	Compress-and-restart block Krylov subspace methods for Sylvester matrix equations	Block Krylov subspace methods (KSMs) comprise building blocks in many state-of-the-art solvers for large-scale matrix equations as they arise, for example, from the discretization of partial differential equations. While extended and rational block Krylov subspace methods provide a major reduction in iteration counts over polynomial block KSMs, they also require reliable solvers for the coefficient matrices, and these solvers are often iterative methods themselves. It is not hard to devise scenarios in which the available memory, and consequently the dimension of the Krylov subspace, is limited. In such scenarios for linear systems and eigenvalue problems, restarting is a well-explored technique for mitigating memory constraints. In this work, such restarting techniques are applied to polynomial KSMs for matrix equations with a compression step to control the growing rank of the residual. An error analysis is also performed, leading to heuristics for dynamically adjusting the basis size in each restart cycle. A panel of numerical experiments demonstrates the effectiveness of the new method with respect to extended block KSMs.	2020-10-13	Numerical Linear Algebra With Applications
10.1002/cmdc.201500507	The Molecular Basis for Dual Fatty Acid Amide Hydrolase (FAAH)/Cyclooxygenase (COX) Inhibition	The design of multitarget-directed ligands is a promising strategy for discovering innovative drugs. Here, we report a mechanistic study that clarifies key aspects of the dual inhibition of the fatty acid amide hydrolase (FAAH) and the cyclooxygenase (COX) enzymes by a new multitarget-directed ligand named ARN2508 (2-[3-fluoro-4-[3-(hexylcarbamoyloxy)phenyl]phenyl]propanoic acid). This potent dual inhibitor combines, in a single scaffold, the pharmacophoric elements often needed to block FAAH and COX, that is, a carbamate moiety and the 2-arylpropionic acid functionality, respectively. Molecular modeling and molecular dynamics simulations suggest that ARN2508 uses a noncovalent mechanism of inhibition to block COXs, while inhibiting FAAH via the acetylation of the catalytic Ser241, in line with previous experimental evidence for covalent FAAH inhibition. This study proposes the molecular basis for the dual FAAH/COX inhibition by this novel hybrid scaffold, stimulating further experimental studies and offering new insights for the rational design of novel anti-inflammatory agents that simultaneously act on FAAH and COX.	2016-01-01	Chemmedchem
10.1021/ja012760v	Extending the Coordination Chemistry of Molecular P4S3: The Polymeric Ag(P4S3)+ and Ag(P4S3)2+ Cations	Upon reacting P4S3 with AgAl(hfip)4 and AgAl(pftb)4 [hfip = OC(H)(CF3)2; pftb = OC(CF3)3], the compds. Ag(P4S3)Al(hfip)4 (1) and Ag(P4S3)2+[Al(pftb)4]- (2) formed in CS2 or CS2/CH2Cl2 soln., resp. Compds. 1 and 2 were characterized by single-crystal x-ray structure detns., Raman and soln. NMR spectroscopy, and elemental analyses. One-dimensional chains of [Ag(P4S3)x]... (x = 1 (1); x = 2 (2)) formed in the solid state with P4S3 ligands that bridge through a 1,3-P,S, a 2,4-P,S, or a 3,4-P,P h1 coordination to the silver ions. Compd. 2 with the least basic anion contains the 1st homoleptic metal(P4S3) complex. Compds. 1 and 2 also include the long sought sulfur coordination of P4S3. Raman spectra of 1 and 2 were assigned from DFT calcns. of related species. The influence of the silver coordination on the geometry of the P4S3 cage is discussed, addnl. aided by DFT calcns. Consequences for the frequently obsd. degrdn. of the cage are suggested. An exptl. silver ion affinity scale based on the solid-state structures of several weak Lewis acid base adducts (L)AgAl(hfip)4 is given. The affinity of the ligand L to the silver ion increases according to P4 < CH2Cl2 < P4S3 < S8 < 1,2-C2H4Cl2 < toluene. [on SciFinder (R)]	2002-01-01	Journal of the American Chemical Society
10.1103/PhysRevD.105.L051104	Measurement of the photon polarization in Lambda(0)(b) -> Lambda gamma decays	The photon polarization in b -> s gamma transitions is measured for the first time in radiative b -baryon decays exploiting the unique spin structure of Lambda(0)(b)-> Lambda(gamma) decays. A data sample corresponding to an integrated luminosity of 6 fb(-1) collected by the LHCb experiment in pp collisions at a center-of-mass energy of 13 TeV is used. The photon polarization is measured to be alpha(gamma) = 0.82(-0.26-0.)(13)(+)(0.17+0.04), where the first uncertainty is statistical and the second systematic. This result is in agreement with the Standard Model prediction and previous measurements in b-meson decays. Charge-parity breaking effects are studied for the first time in this observable and found to be consistent with CP symmetry.	2022-03-23	Physical Review D
10.1371/journal.pone.0001059	Dysconnection Topography in Schizophrenia Revealed with State-Space Analysis of EEG	Background The dysconnection hypothesis has been proposed to account for pathophysiological mechanisms underlying schizophrenia. Widespread structural changes suggesting abnormal connectivity in schizophrenia have been imaged. A functional counterpart of the structural maps would be the EEG synchronization maps. However, due to the limits of currently used bivariate methods, functional correlates of dysconnection are limited to the isolated measurements of synchronization between preselected pairs of EEG signals. Methods/Results To reveal a whole-head synchronization topography in schizophrenia, we applied a new method of multivariate synchronization analysis called S-estimator to the resting dense-array (128 channels) EEG obtained from 14 patients and 14 controls. This method determines synchronization from the embedding dimension in a state-space domain based on the theoretical consequence of the cooperative behavior of simultaneous time series—the shrinking of the state-space embedding dimension. The S-estimator imaging revealed a specific synchronization landscape in schizophrenia patients. Its main features included bilaterally increased synchronization over temporal brain regions and decreased synchronization over the postcentral/parietal region neighboring the midline. The synchronization topography was stable over the course of several months and correlated with the severity of schizophrenia symptoms. In particular, direct correlations linked positive, negative, and general psychopathological symptoms to the hyper-synchronized temporal clusters over both hemispheres. Along with these correlations, general psychopathological symptoms inversely correlated within the hypo-synchronized postcentral midline region. While being similar to the structural maps of cortical changes in schizophrenia, the S-maps go beyond the topography limits, demonstrating a novel aspect of the abnormalities of functional cooperation: namely, regionally reduced or enhanced connectivity. Conclusion/Significance The new method of multivariate synchronization significantly boosts the potential of EEG as an imaging technique compatible with other imaging modalities. Its application to schizophrenia research shows that schizophrenia can be explained within the concept of neural dysconnection across and within large-scale brain networks.	2007-01-01	PLoS ONE
10.1039/b311210a	Cell immersion and cell dipping in microfluidic devices	Combining deflective dielectrophoretic barriers with controlled pressure driven liquid flows in microfluidic devices allows accurate handling of particles such as biological cells in suspensions. Working towards cell-based lab-on-a-chip applications, a platform permitting rapid testing of devices having different dielectrophoretic and fluidic subunits was developed. The performance of such a system is shown in the cases of (A) flooding a small number of immobilised cells with a dye and (B) transient buffer swapping of a large number of cells in flow. The transition times for moving cells from one reagent to the other are below 0.5 s in the case of flow-through cell dipping.	2004-01-01	LAB ON A CHIP
10.1093/mnras/staa2992	Testing the evolution of correlations between supermassive black holes and their host galaxies using eight strongly lensed quasars	One of the main challenges in using high-redshift active galactic nuclei (AGNs) to study the correlations between the mass of a supermassive black hole (M-BH) and the properties of its active host galaxy is instrumental resolution. Strong lensing magnification effectively increases instrumental resolution and thus helps to address this challenge. In this work, we study eight strongly lensed AGNs with deep Hubble Space Telescope imaging, using the lens modelling code LENSTRONOMY to reconstruct the image of the source. Using the reconstructed brightness of the host galaxy, we infer the host galaxy stellar mass based on stellar population models. M-BH are estimated from broad emission lines using standard methods. Our results are in good agreement with recent work based on non-lensed AGNs, demonstrating the potential of using strongly lensed AGNs to extend the study of the correlations to higher redshifts. At the moment, the sample size of lensed AGNs is small and thus they provide mostly a consistency check on systematic errors related to resolution for non-lensed AGNs. However, the number of known lensed AGNs is expected to increase dramatically in the next few years, through dedicated searches in ground- and space-based wide-field surveys, and they may become a key diagnostic of black holes and galaxy co-evolution.	2021-02-01	Monthly Notices Of The Royal Astronomical Society
10.1021/acsnano.3c12802	Searching for the Thinnest Metallic Wire	One-dimensional materials have gained much attention in the last decades: from carbon nanotubes to ultrathin nanowires to few-atom atomic chains, these can all display unique electronic properties and great potential for next-generation applications. Exfoliable bulk materials could naturally provide a source for one-dimensional wires with a well-defined structure and electronics. Here, we explore a database of one-dimensional materials that could be exfoliated from experimentally known three-dimensional van der Waals compounds, searching for metallic wires that are resilient to Peierls distortions and could act as vias or interconnects for future downscaled electronic devices. As the one-dimensional nature makes these wires particularly susceptible to dynamical instabilities, we carefully characterize vibrational properties to identify stable phases and characterize electronic and dynamical properties. Our search discovers several stable wires; notably, we identify what could be the thinnest possible exfoliable metallic wire, CuC2, coming a step closer to the ultimate limit in material downscaling.	2024-06-07	Acs Nano
10.1109/15.536070	Modeling of an EMP conducted environment	The International Electrotechnical Commission (IEC) decided in 1988 to produce a civil standard on the electromagnetic effects of a high altitude EMP (HEMP). Different documents pertaining to the radiated environment and to specifications and test methods have been elaborated and are circulated. A standard conducted environment dependent on many parameters is, however, more difficult to define. The authors present a probabilistic approach which has been adopted to define a typical current shape for the conducted environment. The distribution functions of the peak current value for horizontal and vertical polarizations based on 1710 calculated cases reflecting a variation of the elevation and azimuthal angles from 0 to 90&deg; are presented and discussed	1996-01-01	IEEE Transactions on Electromagnetic Compatibility
10.1049/el.2018.7297	5 GHz laterally-excited bulk-wave resonators (XBARs) based on thin platelets of lithium niobate	In a free-standing 400-nm-thick platelet of crystalline ZY-LiNbO3, narrow electrodes (500 nm) placed periodically with a pitch of a few microns can eXcite standing shear-wave bulk acoustic resonances (XBARs), by utilising lateral electric fields oriented parallel to the crystalline Y-axis and parallel to the plane of the platelet. The resonance frequency of similar to 4800 MHz is determined mainly by the platelet thickness and only weakly depends on the electrode width and the pitch. Simulations show quality-factors (Q) at resonance and anti-resonance higher than 1000. Measurements of the first fabricated devices show a resonance Q-factor similar to 300, strong piezoelectric coupling similar to 25%, (indicated by the large Resonance-antiResonance frequency spacing, similar to 11%) and an impedance at resonance of a few ohms. The static capacitance of the devices, corresponds to the imaginary part of the impedance similar to 100 omega. This device opens the possibility for the development of low-loss, wide band, RF filters in the 3-6 GHz range for 4th and 5th generation (4G/5G) mobile phones. XBARs can be produced using standard optical photolithography and MEMS processes. The 3rd, 5th, 7th, and 9th harmonics were observed, up to 38 GHz, and are also promising for high frequency filter design.	2019-01-24	Electronics Letters
10.1364/OE.3.000280	Energy flow in light-coupling masks for lensless optical lithography	We illustrate the propagation of light in a new type of coupling mask for lensless optical lithography. Our investigation shows how the different elements comprising such masks contribute to the definition of an optical path that allows the exposure of features in the 100-nm-size range in the photoresist. (C) 1998 Optical Society of America	1998-01-01	Optics Express
10.1016/j.jeurceramsoc.2017.04.016	Development of a processing route for carbon allotrope-based TiC porous nanocomposites	Ti-foils are currently used as a spallation target material to produce radioisotopes for physics research at the ISOLDE facility at CERN. However, radioisotope production rates often decrease over time due to material degradation from high operation temperatures. Due to enhanced release rates, porous nanomaterials are being studied as spallation target materials for isotope production. TiC is a material with a very high melting point making it an interesting material to replace the Ti-foils. However, in its nanometric form it sinters readily at high temperatures. To overcome this, a new processing route was developed where TiC was co-milled with graphite, carbon black or multi-wall carbon nanotubes in order to hinder the sintering of TiC. The obtained nanocomposite particle sizes, density, specific surface area and porosity were characterized and compared using ANOVA. All carbon allotropes mixed with the TiC, were able to successfully stabilize the nanometric TiC, hindering its sintering up to 1500 degrees C for 10 h. 2017 The Author(s). Published by Elsevier Ltd.	2017-01-01	Journal Of The European Ceramic Society
10.1016/j.neuroimage.2020.117498	Synchronous nonmonotonic changes in functional connectivity and white matter integrity in a rat model of sporadic Alzheimer's disease	Brain glucose hypometabolism has been singled out as an important contributor and possibly main trigger to Alzheimer's disease (AD). Intracerebroventricular injections of streptozotocin (icv-STZ) cause brain glucose hypometabolism without systemic diabetes. Here, a first-time longitudinal study of brain glucose metabolism, functional connectivity and white matter microstructure was performed in icv-STZ rats using PET and MRI. Histological markers of pathology were tested at an advanced stage of disease. STZ rats exhibited altered functional connectivity and intra-axonal damage and demyelination in brain regions typical of AD, in a temporal pattern of acute injury, transient recovery/compensation and chronic degeneration. In the context of sustained glucose hypometabolism, these nonmonotonic trends – also reported in behavioral studies of this animal model as well as in human AD – suggest a compensatory mechanism, possibly recruiting ketone bodies, that allows a partial and temporary repair of brain structure and function. The early acute phase could thus become a valuable therapeutic window to strengthen the recovery phase and prevent or delay chronic degeneration, to be considered both in preclinical and clinical studies of AD. In conclusion, this work reveals the consequences of brain insulin resistance on structure and function, highlights signature nonmonotonic trajectories in their evolution and proposes potent MRI-derived biomarkers translatable to human AD and diabetic populations.	2020-10-24	NeuroImage
10.1115/1.4032490	Dynamic Numerical Microchannel Evaporator Model to Investigate Parallel Channel Instabilities	A fully dynamic model of a microchannel evaporator is presented. The aim of the model is to study the highly dynamic parallel channel instabilities that occur in these evaporators in more detail. The numerical solver for the model is custom-built and the majority of the paper is focused on detailing the various aspects of this solver. The one-dimensional homogeneous two-phase flow conservation equations are solved to simulate the flow. The full three-dimensional (3D) conduction domain of the evaporator is also dynamically resolved. This allows for the correct simulation of the complex hydraulic and thermal interactions between the microchannels that give rise to the parallel channel instabilities. The model uses state-of-the-art correlations to calculate the frictional pressure losses and heat transfer in the microchannels. In addition, a model for inlet restrictions is also included to simulate the stabilizing effect of these components. In the final part of the paper, validation results of the model are presented, in which the stability results of the model are compared with the existing experimental data from the literature. Next, a parametric study is performed focusing on the stabilizing effects of the solid substrate properties. It is found that increasing the thermal conductivity and thickness of the solid substrate has a strong stabilizing effect, while increasing the number of microchannels has a small destabilizing effect. Finally, representative dynamic results are also given to demonstrate some of the unique capabilities of the model.	2016-01-01	Journal Of Electronic Packaging
10.1186/ar4588	Monitoring the effects of dexamethasone treatment by MRI using in vivo iron oxide nanoparticle-labeled macrophages	Introduction: Rheumatoid arthritis (RA) is a chronic disease causing recurring inflammatory joint attacks. These attacks are characterized by macrophage infiltration contributing to joint destruction. Studies have shown that RA treatment efficacy is correlated to synovial macrophage number. The aim of this study was to experimentally validate the use of in vivo superparamagnetic iron oxide nanoparticle (SPION) labeled macrophages to evaluate RA treatment by MRI. Methods: The evolution of macrophages was monitored with and without dexamethasone (Dexa) treatment in rats. Two doses of 3 and 1 mg/kg Dexa were administered two and five days following induction of antigen induced arthritis. SPIONs (7 mg Fe/rat) were injected intravenously and the knees were imaged in vivo on days 6, 10 and 13. The MR images were scored for three parameters: SPION signal intensity, SPION distribution pattern and synovial oedema. Using 3D semi-automated software, the MR SPION signal was quantified. The efficacy of SPIONs and gadolinium chelate (Gd), an MR contrast agent, in illustrating treatment effects were compared. Those results were confirmed through histological measurements of number and area of macrophages and nanoparticle clusters using CD68 immunostaining and Prussian blue staining respectively. Results: Results show that the pattern and the intensity of SPION-labeled macrophages on MRI were altered by Dexa treatment. While the Dexa group had a uniform elliptical line surrounding an oedema pocket, the untreated group showed a diffused SPION distribution on day 6 post-induction. Dexa reduced the intensity of SPION signal 50-60% on days 10 and 13 compared to controls (P = 0.00008 and 0.002 respectively). Similar results were found when the signal was measured by the 3D tool. On day 13, the persisting low grade arthritis progression could not be demonstrated by Gd. Analysis of knee samples by Prussian blue and CD68 immunostaining confirmed in vivo SPION uptake by macrophages. Furthermore, CD68 immunostaining revealed that Dexa treatment significantly decreased the area and number of synovial macrophages. Prussian blue quantification corresponded to the macrophage measurements and both were in agreement with the MRI findings. Conclusions: We have demonstrated the feasibility of MRI tracking of in vivo SPION-labeled macrophages to assess RA treatment effects.	2014-01-01	Arthritis Research & Therapy
10.1002/mrm.25399	Single acquisition electrical property mapping based on relative coil sensitivities: A proof-of-concept demonstration	All methods presented to date to map both conductivity and permittivity rely on multiple acquisitions to compute quantitatively the magnitude of radiofrequency transmit fields, B1+. In this work, we propose a method to compute both conductivity and permittivity based solely on relative receive coil sensitivities ( B1-) that can be obtained in one single measurement without the need to neither explicitly perform transmit/receive phase separation nor make assumptions regarding those phases.	2015-01-01	Magnetic resonance in medicine : official journal of the Society of Magnetic Resonance in Medicine / Society of Magnetic Resonance in Medicine
10.1016/j.cmet.2021.04.009	Short Article Hypothalamic bile acid-TGR5 signaling protects from obesity	Bile acids (BAs) improve metabolism and exert anti-obesity effects through the activation of the Takeda G protein-coupled receptor 5 (TGR5) in peripheral tissues. TGR5 is also found in the brain hypothalamus, but whether hypothalamic BA signaling is implicated in body weight control and obesity pathophysiology remains unknown. Here we show that hypothalamic BA content is reduced in diet-induced obese mice. Central administration of BAs or a specific TGR5 agonist in these animals decreases body weight and fat mass by activating the sympathetic nervous system, thereby promoting negative energy balance. Conversely, genetic downregulation of hypothalamic TGR5 expression in the mediobasal hypothalamus favors the development of obesity and worsens established obesity by blunting sympathetic activity. Lastly, hypothalamic TGR5 signaling is required for the anti-obesity action of dietary BA supplementation. Together, these findings identify hypothalamic TGR5 signaling as a key mediator of a top-down neural mechanism that counteracts diet induced obesity.	2021-07-06	Cell Metabolism
10.1016/j.jcp.2007.07.005	Fast spin +-2 spherical harmonics transforms and application in cosmology	A fast and exact algorithm is developed for the spin +-2 spherical harmonics transforms on equi-angular pixelizations on the sphere. It is based on the Driscoll and Healy fast scalar spherical harmonics transform. The theoretical exactness of the transform relies on a sampling theorem. The associated asymptotic complexity is of order O(L^2 log^{2}_{2}L), where 2L stands for the square-root of the number of sampling points on the sphere, also setting a band limit L for the spin +-2 functions considered. The algorithm is presented as an alternative to existing fast algorithms with an asymptotic complexity of order O(L^3) on other pixelizations. We also illustrate these generic developments through their application in cosmology, for the analysis of the cosmic microwave background (CMB) polarization data.	2007-01-01	Journal of Computational Physics
10.1016/j.ejca.2017.01.018	A PET-Based Nomogram for Oropharyngeal Cancers	Purpose: In the context of locally advanced oropharyngeal cancer (LAOC) treated with definitive radiotherapy (RT) (combined with chemotherapy or cetuximab), the aims of this study were: (1) to identify PET-FDG parameters correlated with overall survival (OS) from a first cohort of patients; then (2) to compute a prognostic score; and (3) finally to validate this scoring system in a second independent cohort of patients. Materials and methods: A total of 76 consecutive patients (training cohort from Rennes) treated with chemoradiotherapy or RT with cetuximab for LAOC were used to build a predictive model of locoregional control (LRC) and OS based on PET-FDG parameters. After internal calibration and validation of this model, a nomogram and a scoring system were developed and tested in a validation cohort of 46 consecutive patients treated with definitive RT for LAOC in Lausanne. Results: In multivariate analysis, the metabolic tumour volume (MTV) of the primary tumour and the lymph nodes were independent predictive factors for LRC and OS. Internal calibration showed a very good adjustment between the predicted OS and the observed OS at 24 months. Using the predictive score, two risk groups were identified (median OS 42 versus 14 months, p < 0.001) and confirmed in the validation cohort from Lausanne (median OS not reached versus 26 months, p = 0.008).	2017-01-01	European Journal of Cancer
10.1002/hlca.200590104	The reactivity of 2-fluoro- and 2-chloropyridines toward sodium ethoxide: Factors governing the rates of nucleophilic (het)aromatic substitutions	The relative displacement rates of the halide substituent from 2-fluoro- and 2-chloropyridines by EtONa in EtOH at +25 Deg were assessed by competition kinetics. The 2-fluoropyridine reacts 320 times faster than the chloro analog. A CF3 group increases the reactivity more than single halogen atoms do, whatever the element, and the latter are superior to Me3Si groups. Substituents accommodated at the 4-position operate through their inductive effect, whereas at the 3-position, this action may be attenuated by steric hindrance. Almost all 5-substituents enhance the rate of the nucleophilic substitution occurring at the 2-position. The sole exception concerns the F-atom at the 5-position which retards the reaction, presumably by lone-pair/lone-pair repulsion with the neg. charge building up at the central C-atom of the intermediate Meisenheimer complex. The substituent effects are additive. Therefore, by using the increments derived from the present work, the rates of future reactions should be predictable with fair accuracy. [on SciFinder (R)]	2005-01-01	Helvetica Chimica Acta
10.1039/d0cp05388k	Atom-surface van der Waals potentials of topological insulators and semimetals from scattering measurements	The phenomenology of resonant scattering has been known since the earliest experiments upon scattering of atomic beams from surfaces and is a means of obtaining experimental information about the fundamentals of weak adsorption systems in the van der Waals regime. We provide an overview of the experimental approach based on new experimental data for the He-Sb2Te3(111) system, followed by a comparative overview and perspective of recent results for topological semimetal and insulator surfaces. Moreover, we shortly discuss the perspectives of calculating helium-surface interaction potentials from ab initio calculations. Our perspective demonstrates that atom-surface scattering provides direct experimental information about the atom-surface interaction in the weak physisorption regime and can also be used to determine the lifetime and mean free path of the trapped atom. We further discuss the effects of elastic and inelastic scattering on the linewidth and lifetime of the trapped He atom with an outlook on future developments and applications.	2021-04-07	Physical Chemistry Chemical Physics
10.1007/s00170-016-8791-1	STEP-NC compliant process planning of additive manufacturing: remanufacturing	Additive manufacturing is becoming one of the key methods for reproducing repair sections in remanufacturing processes. The major advantage of using additive processes is to minimize production time and waste. However, the surface quality and shape accuracy are usually insufficient for the final product because the approximated representation format causes the accumulation of the error during the geometric operations of the process planning. This limitation is a barrier to utilize additive processes as finishing processes, such as general metal cutting. There is need to improve the final quality of parts obtained with additive manufacturing. In this paper, STEP-based numerical control (STEP-NC)-based process planning is applied to the additive manufacturing. ISO 14649 (STEP-NC) describes part programs with geometric data directly and also contains the information necessary for the intelligent process planning. This paper proposes the STEP-NC-based representation method of additive manufacturing and the series of geometric reasoning to automate the derivation of the repair section. The proposed representation has the benefits to provide a high accuracy for the final surface and to describe multiple materials. Topological data maintain low error during the series of process planning through the CAD-CAM-CNC chain. The proposed platform supports consideration of the process tolerance and comparison of the selected plan with alternative processes. In order to show the practical advantages, an analysis of the remanufacturing process is carried out. The case study of remanufacturing a pocket part is presented in order to validate the proposed process plan. The result of the case study shows the improvement in terms of automatic process planning and surface quality accuracy.	2017-01-01	International Journal Of Advanced Manufacturing Technology
10.1002/aic.690321005	Transient behavior of heterogeneous catalytic reactions with educt inhibition	Under periodic operating conditions, the instantaneous rate of the heterogeneous catalytic addn. of HOAc to ethylene can be an order of magnitude higher than at steady state. A real surface, multistep control model takes into account the strong inhibition of the acid to ethylene sorption and describes the steady state and transient behavior quant. [on SciFinder (R)]	1986-01-01	AIChE Journal
10.1080/10255840500322433	How plate positioning impacts the biomechanics of the open wedge tibial osteotomy; a finite element analysis	A numerical model of the medial open wedge tibial osteotomy based on the finite element method was developed. Two plate positions were tested numerically. In a configuration, (a), the plate was fixed in a medial position and (b) in an anteromedial position. The simulation took into account soft tissues preload, muscular tonus and maximal gait load.The maximal stresses observed in the four structural elements (bone, plate, wedge, screws) of an osteotomy with plate in medial position were substantially higher (1.13-2.8 times more) than those observed in osteotomy with an anteromedial plate configuration. An important increase (1.71 times more) of the relative micromotions between the wedge and the bone was also observed. In order to avoid formation of fibrous tissue at the bone wedge interface, the osteotomy should be loaded under 18.8% (approximately 50 kg) of the normal gait load until the osteotomy interfaces union is achieved.	2005-01-01	Comput Methods Biomech Biomed Engin
10.1111/maps.12389	NanoSIMS analysis of organic carbon from the Tissint Martian meteorite: Evidence for the past existence of subsurface organic-bearing fluids on Mars	Two petrographic settings of carbonaceous components, mainly filling open fractures and occasionally enclosed in shock-melt veins, were found in the recently fallen Tissint Martian meteorite. The presence in shock-melt veins and the deuterium enrichments (delta D up to +1183 parts per thousand) of these components clearly indicate a pristine Martian origin. The carbonaceous components are kerogen-like, based on micro-Raman spectra and multielemental ratios, and were probably deposited from fluids in shock-induced fractures in the parent rock of Tissint. After precipitation of the organic matter, the rock experienced another severe shock event, producing the melt veins that encapsulated a part of the organic matter. The C isotopic compositions of the organic matter (delta C-13 = -12.8 to -33.1 parts per thousand) are significantly lighter than Martian atmospheric CO2 and carbonate, providing a tantalizing hint for a possible biotic process. Alternatively, the organic matter could be derived from carbonaceous chondrites, as insoluble organic matter from the latter has similar chemical and isotopic compositions. The presence of organic-rich fluids that infiltrated rocks near the surface of Mars has significant implications for the study of Martian paleoenvironment and perhaps to search for possible ancient biological activities on Mars.	2014-01-01	Meteoritics & Planetary Science
10.1088/1361-6587/ace4f3	Validation of GBS plasma turbulence simulation of the TJ-K stellarator	We present a validation of a three-dimensional, two-fluid simulation of plasma turbulence in the TJ-K stellarator, a low temperature plasma experiment ideally suited for turbulence measurements. The simulation is carried out by the GBS code, recently adapted to simulate 3D magnetic fields. The comparison shows that GBS retrieves the main turbulence properties observed in the device, namely the fact that transport is dominated by fluctuations with low poloidal mode number. The poloidal dependence of the radial E x B turbulent flux is compared on a poloidal plane with elliptical flux surfaces, where a very good agreement between experiment and simulation is observed, and on another with triangular flux surfaces, which shows a poorer comparison. The fluctuation levels in both cases are underestimated in the simulations. The equilibrium density profile is well retrieved by the simulation, while the electron temperature and the electrostatic potential profiles, which are very sensitive to the strength and localization of the sources, do not agree well with the experimental measurements.	2023-08-01	Plasma Physics And Controlled Fusion
10.3390/s23073587	Automatic Body Segment and Side Recognition of an Inertial Measurement Unit Sensor during Gait	Inertial measurement unit (IMU) sensors are widely used for motion analysis in sports and rehabilitation. The attachment of IMU sensors to predefined body segments and sides (left/right) is complex, time-consuming, and error-prone. Methods for solving the IMU-2-segment (I2S) pairing work properly only for a limited range of gait speeds or require a similar sensor configuration. Our goal was to propose an algorithm that works over a wide range of gait speeds with different sensor configurations while being robust to footwear type and generalizable to pathologic gait patterns. Eight IMU sensors were attached to both feet, shanks, thighs, sacrum, and trunk, and 12 healthy subjects (training dataset) and 22 patients (test dataset) with medial compartment knee osteoarthritis walked at different speeds with/without insole. First, the mean stride time was estimated and IMU signals were scaled. Using a decision tree, the body segment was recognized, followed by the side of the lower limb sensor. The accuracy and precision of the whole algorithm were 99.7% and 99.0%, respectively, for gait speeds ranging from 0.5 to 2.2 m/s. In conclusion, the proposed algorithm was robust to gait speed and footwear type and can be widely used for different sensor configurations.	2023-04-01	Sensors
10.1038/s41467-023-39314-7	Fully co-factor-free ClearTau platform produces seeding-competent Tau fibrils for reconstructing pathological Tau aggregates	The authors report a method for producing co-factor-free fibrils from all full-length Tau isoforms. The method paves the way for reconstituting pathology resembling Tau fibrils and enables screening of Tau aggregation-modifying compounds for targeted therapies and PET tracers. Tau protein fibrillization is implicated in the pathogenesis of several neurodegenerative diseases collectively known as Tauopathies. For decades, investigating Tau fibrillization in vitro has required the addition of polyanions or other co-factors to induce its misfolding and aggregation, with heparin being the most commonly used. However, heparin-induced Tau fibrils exhibit high morphological heterogeneity and a striking structural divergence from Tau fibrils isolated from Tauopathies patients' brains at ultra- and macro-structural levels. To address these limitations, we developed a quick, cheap, and effective method for producing completely co-factor-free fibrils from all full-length Tau isoforms and mixtures thereof. We show that Tau fibrils generated using this ClearTau method - ClearTau fibrils - exhibit amyloid-like features, possess seeding activity in biosensor cells and hiPSC-derived neurons, retain RNA-binding capacity, and have morphological properties and structures more reminiscent of the properties of the brain-derived Tau fibrils. We present the proof-of-concept implementation of the ClearTau platform for screening Tau aggregation-modifying compounds. We demonstrate that these advances open opportunities to investigate the pathophysiology of disease-relevant Tau aggregates and will facilitate the development of Tau pathology-targeting and modifying therapies and PET tracers that can distinguish between different Tauopathies.	2023-07-04	Nature Communications
